	Sentence_A	Sentence_B	origin	frequency	freq_cat	pair_id	rating_anticonic_causal	rating_iconic_causal	rating_anticonic_temporal	rating_iconic_temporal	human_preferred_connective	human_preferred_connective_desc	human_preferred_connective_unrel	relation_human	order_human	condition_human	additional_dimension	connected_sent	tested_order	tested_relation	tested_connective
6995	Julie went to the market.	Julie bought some fruit.	origin	1013	4_frequent	218	3.2	5.933333333333334	4.066666666666666	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Julie went to the market, then Julie bought some fruit.	A,B	Temporal	then
7008	It rained.	There was a rainbow.	origin	529	4_frequent	219	2.4	7.466666666666667	6.0	8.933333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	It rained, so there was a rainbow.	A,B	Causal	so
7009	It rained.	There was a rainbow.	origin	529	4_frequent	219	2.4	7.466666666666667	6.0	8.933333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	It rained, because there was a rainbow.	B,A	Causal	because
7010	It rained.	There was a rainbow.	origin	529	4_frequent	219	2.4	7.466666666666667	6.0	8.933333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	It rained, then there was a rainbow.	A,B	Temporal	then
7011	It rained.	There was a rainbow.	origin	529	4_frequent	219	2.4	7.466666666666667	6.0	8.933333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	It rained, after there was a rainbow.	B,A	Temporal	after
7024	There was a rainbow.	It rained.	origin	924	4_frequent	219	8.466666666666667	2.6	8.533333333333333	4.733333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	There was a rainbow, then it rained.	A,B	Temporal	then
7025	There was a rainbow.	It rained.	origin	924	4_frequent	219	8.466666666666667	2.6	8.533333333333333	4.733333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	There was a rainbow, because it rained.	B,A	Causal	because
7026	There was a rainbow.	It rained.	origin	924	4_frequent	219	8.466666666666667	2.6	8.533333333333333	4.733333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	There was a rainbow, after it rained.	B,A	Temporal	after
7027	There was a rainbow.	It rained.	origin	924	4_frequent	219	8.466666666666667	2.6	8.533333333333333	4.733333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	There was a rainbow, so it rained.	A,B	Causal	so
7040	The sun rose.	The sun set.	origin	240	3_common	220	2.7333333333333334	3.2666666666666666	5.6	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun rose, so the sun set.	A,B	Causal	so
7041	The sun rose.	The sun set.	origin	240	3_common	220	2.7333333333333334	3.2666666666666666	5.6	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun rose, because the sun set.	B,A	Causal	because
7042	The sun rose.	The sun set.	origin	240	3_common	220	2.7333333333333334	3.2666666666666666	5.6	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun rose, then the sun set.	A,B	Temporal	then
7043	The sun rose.	The sun set.	origin	240	3_common	220	2.7333333333333334	3.2666666666666666	5.6	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun rose, after the sun set.	B,A	Temporal	after
7056	The sun set.	The sun rose.	origin	127	3_common	220	6.4	5.0	6.2	9.2	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun set, then the sun rose.	A,B	Temporal	then
7057	The sun set.	The sun rose.	origin	127	3_common	220	6.4	5.0	6.2	9.2	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun set, because the sun rose.	B,A	Causal	because
7058	The sun set.	The sun rose.	origin	127	3_common	220	6.4	5.0	6.2	9.2	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun set, so the sun rose.	A,B	Causal	so
7059	The sun set.	The sun rose.	origin	127	3_common	220	6.4	5.0	6.2	9.2	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun set, after the sun rose.	B,A	Temporal	after
7072	Diana trained on the treadmill.	Diana went to the gym.	origin	114	3_common	221	6.8	2.8	3.866666666666666	3.333333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Diana trained on the treadmill, then Diana went to the gym.	A,B	Temporal	then
7073	Diana trained on the treadmill.	Diana went to the gym.	origin	114	3_common	221	6.8	2.8	3.866666666666666	3.333333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Diana trained on the treadmill, after Diana went to the gym.	B,A	Temporal	after
7074	Diana trained on the treadmill.	Diana went to the gym.	origin	114	3_common	221	6.8	2.8	3.866666666666666	3.333333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Diana trained on the treadmill, because Diana went to the gym.	B,A	Causal	because
7075	Diana trained on the treadmill.	Diana went to the gym.	origin	114	3_common	221	6.8	2.8	3.866666666666666	3.333333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Diana trained on the treadmill, so Diana went to the gym.	A,B	Causal	so
7088	Diana went to the gym.	Diana trained on the treadmill.	origin	202	3_common	221	4.6	5.4	3.466666666666667	7.8	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Diana went to the gym, so Diana trained on the treadmill.	A,B	Causal	so
7089	Diana went to the gym.	Diana trained on the treadmill.	origin	202	3_common	221	4.6	5.4	3.466666666666667	7.8	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Diana went to the gym, then Diana trained on the treadmill.	A,B	Temporal	then
7090	Diana went to the gym.	Diana trained on the treadmill.	origin	202	3_common	221	4.6	5.4	3.466666666666667	7.8	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Diana went to the gym, because Diana trained on the treadmill.	B,A	Causal	because
7091	Diana went to the gym.	Diana trained on the treadmill.	origin	202	3_common	221	4.6	5.4	3.466666666666667	7.8	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Diana went to the gym, after Diana trained on the treadmill.	B,A	Temporal	after
7104	Michele left the beach.	Michele played volleyball on the beach	Descript	1155	4_frequent	222	3.933333333333333	1.933333333333333	6.0	1.6	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Michele left the beach, so Michele played volleyball on the beach.	A,B	Causal	so
7105	Michele left the beach.	Michele played volleyball on the beach	Descript	1155	4_frequent	222	3.933333333333333	1.933333333333333	6.0	1.6	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Michele left the beach, then Michele played volleyball on the beach.	A,B	Temporal	then
7106	Michele left the beach.	Michele played volleyball on the beach	Descript	1155	4_frequent	222	3.933333333333333	1.933333333333333	6.0	1.6	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Michele left the beach, after Michele played volleyball on the beach.	B,A	Temporal	after
7107	Michele left the beach.	Michele played volleyball on the beach	Descript	1155	4_frequent	222	3.933333333333333	1.933333333333333	6.0	1.6	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Michele left the beach, because Michele played volleyball on the beach.	B,A	Causal	because
7120	Michele played volleyball on the beach	Michele left the beach.	Descript	1042	4_frequent	222	1.7333333333333334	1.3333333333333333	3.866666666666666	8.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Michele played volleyball on the beach, because Michele left the beach.	B,A	Causal	because
7121	Michele played volleyball on the beach	Michele left the beach.	Descript	1042	4_frequent	222	1.7333333333333334	1.3333333333333333	3.866666666666666	8.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Michele played volleyball on the beach, after Michele left the beach.	B,A	Temporal	after
7122	Michele played volleyball on the beach	Michele left the beach.	Descript	1042	4_frequent	222	1.7333333333333334	1.3333333333333333	3.866666666666666	8.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Michele played volleyball on the beach, then Michele left the beach.	A,B	Temporal	then
7123	Michele played volleyball on the beach	Michele left the beach.	Descript	1042	4_frequent	222	1.7333333333333334	1.3333333333333333	3.866666666666666	8.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Michele played volleyball on the beach, so Michele left the beach.	A,B	Causal	so
7136	The girl mixed the ingredients to prepare a cake.	The girl put the cake into the oven.	Descript	0	1_rare	223	2.2	5.733333333333333	5.4	9.066666666666666	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The girl mixed the ingredients to prepare a cake, after the girl put the cake into the oven.	B,A	Temporal	after
7137	The girl mixed the ingredients to prepare a cake.	The girl put the cake into the oven.	Descript	0	1_rare	223	2.2	5.733333333333333	5.4	9.066666666666666	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The girl mixed the ingredients to prepare a cake, because the girl put the cake into the oven.	B,A	Causal	because
7138	The girl mixed the ingredients to prepare a cake.	The girl put the cake into the oven.	Descript	0	1_rare	223	2.2	5.733333333333333	5.4	9.066666666666666	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The girl mixed the ingredients to prepare a cake, then the girl put the cake into the oven.	A,B	Temporal	then
7139	The girl mixed the ingredients to prepare a cake.	The girl put the cake into the oven.	Descript	0	1_rare	223	2.2	5.733333333333333	5.4	9.066666666666666	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The girl mixed the ingredients to prepare a cake, so the girl put the cake into the oven.	A,B	Causal	so
7152	The girl put the cake into the oven.	The girl mixed the ingredients to prepare a cake.	Descript	0	1_rare	223	5.333333333333333	2.466666666666667	7.333333333333333	1.6	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	The girl put the cake into the oven, then the girl mixed the ingredients to prepare a cake.	A,B	Temporal	then
7153	The girl put the cake into the oven.	The girl mixed the ingredients to prepare a cake.	Descript	0	1_rare	223	5.333333333333333	2.466666666666667	7.333333333333333	1.6	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	The girl put the cake into the oven, after the girl mixed the ingredients to prepare a cake.	B,A	Temporal	after
7154	The girl put the cake into the oven.	The girl mixed the ingredients to prepare a cake.	Descript	0	1_rare	223	5.333333333333333	2.466666666666667	7.333333333333333	1.6	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	The girl put the cake into the oven, so the girl mixed the ingredients to prepare a cake.	A,B	Causal	so
7155	The girl put the cake into the oven.	The girl mixed the ingredients to prepare a cake.	Descript	0	1_rare	223	5.333333333333333	2.466666666666667	7.333333333333333	1.6	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	The girl put the cake into the oven, because the girl mixed the ingredients to prepare a cake.	B,A	Causal	because
7168	Grandma ironed the shirts.	Grandma put the shirts into the closet.	Descript	4	1_rare	224	2.8	4.533333333333333	3.2	9.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Grandma ironed the shirts, after grandma put the shirts into the closet.	B,A	Temporal	after
7169	Grandma ironed the shirts.	Grandma put the shirts into the closet.	Descript	4	1_rare	224	2.8	4.533333333333333	3.2	9.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Grandma ironed the shirts, because grandma put the shirts into the closet.	B,A	Causal	because
7170	Grandma ironed the shirts.	Grandma put the shirts into the closet.	Descript	4	1_rare	224	2.8	4.533333333333333	3.2	9.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Grandma ironed the shirts, then grandma put the shirts into the closet.	A,B	Temporal	then
7171	Grandma ironed the shirts.	Grandma put the shirts into the closet.	Descript	4	1_rare	224	2.8	4.533333333333333	3.2	9.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Grandma ironed the shirts, so grandma put the shirts into the closet.	A,B	Causal	so
7184	Grandma put the shirts into the closet.	Grandma ironed the shirts.	Descript	5	2_uncommon	224	6.066666666666666	2.533333333333333	7.933333333333334	1.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Grandma put the shirts into the closet, so grandma ironed the shirts.	A,B	Causal	so
7185	Grandma put the shirts into the closet.	Grandma ironed the shirts.	Descript	5	2_uncommon	224	6.066666666666666	2.533333333333333	7.933333333333334	1.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Grandma put the shirts into the closet, because grandma ironed the shirts.	B,A	Causal	because
7186	Grandma put the shirts into the closet.	Grandma ironed the shirts.	Descript	5	2_uncommon	224	6.066666666666666	2.533333333333333	7.933333333333334	1.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Grandma put the shirts into the closet, after grandma ironed the shirts.	B,A	Temporal	after
7187	Grandma put the shirts into the closet.	Grandma ironed the shirts.	Descript	5	2_uncommon	224	6.066666666666666	2.533333333333333	7.933333333333334	1.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Grandma put the shirts into the closet, then grandma ironed the shirts.	A,B	Temporal	then
7200	Gina served the cake to family and friends.	Gina turned the cake out onto a cake plate.	Descript	1	1_rare	225	3.1333333333333333	4.933333333333334	2.2	2.6	so	iconic_caus	other	no_rel	none	Unrelated	none	Gina served the cake to family and friends, after Gina turned the cake out onto a cake plate.	B,A	Temporal	after
7201	Gina served the cake to family and friends.	Gina turned the cake out onto a cake plate.	Descript	1	1_rare	225	3.1333333333333333	4.933333333333334	2.2	2.6	so	iconic_caus	other	no_rel	none	Unrelated	none	Gina served the cake to family and friends, so Gina turned the cake out onto a cake plate.	A,B	Causal	so
7202	Gina served the cake to family and friends.	Gina turned the cake out onto a cake plate.	Descript	1	1_rare	225	3.1333333333333333	4.933333333333334	2.2	2.6	so	iconic_caus	other	no_rel	none	Unrelated	none	Gina served the cake to family and friends, then Gina turned the cake out onto a cake plate.	A,B	Temporal	then
7203	Gina served the cake to family and friends.	Gina turned the cake out onto a cake plate.	Descript	1	1_rare	225	3.1333333333333333	4.933333333333334	2.2	2.6	so	iconic_caus	other	no_rel	none	Unrelated	none	Gina served the cake to family and friends, because Gina turned the cake out onto a cake plate.	B,A	Causal	because
7216	Gina turned the cake out onto a cake plate.	Gina served the cake to family and friends.	Descript	0	1_rare	225	3.8	5.666666666666667	2.8666666666666667	9.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Gina turned the cake out onto a cake plate, because Gina served the cake to family and friends.	B,A	Causal	because
7217	Gina turned the cake out onto a cake plate.	Gina served the cake to family and friends.	Descript	0	1_rare	225	3.8	5.666666666666667	2.8666666666666667	9.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Gina turned the cake out onto a cake plate, then Gina served the cake to family and friends.	A,B	Temporal	then
7218	Gina turned the cake out onto a cake plate.	Gina served the cake to family and friends.	Descript	0	1_rare	225	3.8	5.666666666666667	2.8666666666666667	9.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Gina turned the cake out onto a cake plate, so Gina served the cake to family and friends.	A,B	Causal	so
7219	Gina turned the cake out onto a cake plate.	Gina served the cake to family and friends.	Descript	0	1_rare	225	3.8	5.666666666666667	2.8666666666666667	9.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Gina turned the cake out onto a cake plate, after Gina served the cake to family and friends.	B,A	Temporal	after
7232	Camilla chose a book.	Camilla went to the library.	Descript	393	3_common	226	8.133333333333333	2.6666666666666665	8.0	3.466666666666667	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Camilla chose a book, after Camilla went to the library.	B,A	Temporal	after
7233	Camilla chose a book.	Camilla went to the library.	Descript	393	3_common	226	8.133333333333333	2.6666666666666665	8.0	3.466666666666667	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Camilla chose a book, because Camilla went to the library.	B,A	Causal	because
7234	Camilla chose a book.	Camilla went to the library.	Descript	393	3_common	226	8.133333333333333	2.6666666666666665	8.0	3.466666666666667	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Camilla chose a book, so Camilla went to the library.	A,B	Causal	so
7235	Camilla chose a book.	Camilla went to the library.	Descript	393	3_common	226	8.133333333333333	2.6666666666666665	8.0	3.466666666666667	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Camilla chose a book, then Camilla went to the library.	A,B	Temporal	then
7248	Camilla went to the library.	Camilla chose a book.	Descript	588	4_frequent	226	2.7333333333333334	7.333333333333333	4.8	9.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Camilla went to the library, after Camilla chose a book.	B,A	Temporal	after
7249	Camilla went to the library.	Camilla chose a book.	Descript	588	4_frequent	226	2.7333333333333334	7.333333333333333	4.8	9.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Camilla went to the library, then Camilla chose a book.	A,B	Temporal	then
7250	Camilla went to the library.	Camilla chose a book.	Descript	588	4_frequent	226	2.7333333333333334	7.333333333333333	4.8	9.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Camilla went to the library, because Camilla chose a book.	B,A	Causal	because
7251	Camilla went to the library.	Camilla chose a book.	Descript	588	4_frequent	226	2.7333333333333334	7.333333333333333	4.8	9.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Camilla went to the library, so Camilla chose a book.	A,B	Causal	so
7264	Clark checked if the book was available in the catalog.	Clark used his laptop to find the book's location.	Descript	0	1_rare	227	4.133333333333334	4.733333333333333	7.066666666666666	8.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clark checked if the book was available in the catalog, after Clark used his laptop to find the book's location.	B,A	Temporal	after
7265	Clark checked if the book was available in the catalog.	Clark used his laptop to find the book's location.	Descript	0	1_rare	227	4.133333333333334	4.733333333333333	7.066666666666666	8.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clark checked if the book was available in the catalog, then Clark used his laptop to find the book's location.	A,B	Temporal	then
7266	Clark checked if the book was available in the catalog.	Clark used his laptop to find the book's location.	Descript	0	1_rare	227	4.133333333333334	4.733333333333333	7.066666666666666	8.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clark checked if the book was available in the catalog, so Clark used his laptop to find the book's location.	A,B	Causal	so
7267	Clark checked if the book was available in the catalog.	Clark used his laptop to find the book's location.	Descript	0	1_rare	227	4.133333333333334	4.733333333333333	7.066666666666666	8.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clark checked if the book was available in the catalog, because Clark used his laptop to find the book's location.	B,A	Causal	because
7280	Clark used his laptop to find the book's location.	Clark checked if the book was available in the catalog.	Descript	0	1_rare	227	4.733333333333333	6.0	6.733333333333333	7.733333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clark used his laptop to find the book's location, because Clark checked if the book was available in the catalog.	B,A	Causal	because
7281	Clark used his laptop to find the book's location.	Clark checked if the book was available in the catalog.	Descript	0	1_rare	227	4.733333333333333	6.0	6.733333333333333	7.733333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clark used his laptop to find the book's location, after Clark checked if the book was available in the catalog.	B,A	Temporal	after
7282	Clark used his laptop to find the book's location.	Clark checked if the book was available in the catalog.	Descript	0	1_rare	227	4.733333333333333	6.0	6.733333333333333	7.733333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clark used his laptop to find the book's location, then Clark checked if the book was available in the catalog.	A,B	Temporal	then
7283	Clark used his laptop to find the book's location.	Clark checked if the book was available in the catalog.	Descript	0	1_rare	227	4.733333333333333	6.0	6.733333333333333	7.733333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clark used his laptop to find the book's location, so Clark checked if the book was available in the catalog.	A,B	Causal	so
7296	Lara left the library with a book.	Lara went home and read the book.	Descript	1007	4_frequent	228	3.1333333333333333	9.2	5.6	8.933333333333334	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lara left the library with a book, after Lara went home and read the book.	B,A	Temporal	after
7297	Lara left the library with a book.	Lara went home and read the book.	Descript	1007	4_frequent	228	3.1333333333333333	9.2	5.6	8.933333333333334	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lara left the library with a book, so Lara went home and read the book.	A,B	Causal	so
7298	Lara left the library with a book.	Lara went home and read the book.	Descript	1007	4_frequent	228	3.1333333333333333	9.2	5.6	8.933333333333334	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lara left the library with a book, because Lara went home and read the book.	B,A	Causal	because
7299	Lara left the library with a book.	Lara went home and read the book.	Descript	1007	4_frequent	228	3.1333333333333333	9.2	5.6	8.933333333333334	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lara left the library with a book, then Lara went home and read the book.	A,B	Temporal	then
7312	Lara went home and read the book.	Lara left the library with a book.	Descript	525	4_frequent	228	5.733333333333333	2.8666666666666667	5.466666666666667	1.4666666666666666	because	anticonic_caus	other	no_rel	none	Unrelated	none	Lara went home and read the book, then Lara left the library with a book.	A,B	Temporal	then
7313	Lara went home and read the book.	Lara left the library with a book.	Descript	525	4_frequent	228	5.733333333333333	2.8666666666666667	5.466666666666667	1.4666666666666666	because	anticonic_caus	other	no_rel	none	Unrelated	none	Lara went home and read the book, so Lara left the library with a book.	A,B	Causal	so
7314	Lara went home and read the book.	Lara left the library with a book.	Descript	525	4_frequent	228	5.733333333333333	2.8666666666666667	5.466666666666667	1.4666666666666666	because	anticonic_caus	other	no_rel	none	Unrelated	none	Lara went home and read the book, after Lara left the library with a book.	B,A	Temporal	after
7315	Lara went home and read the book.	Lara left the library with a book.	Descript	525	4_frequent	228	5.733333333333333	2.8666666666666667	5.466666666666667	1.4666666666666666	because	anticonic_caus	other	no_rel	none	Unrelated	none	Lara went home and read the book, because Lara left the library with a book.	B,A	Causal	because
7328	Mark decided where he wanted to go on holiday.	Mark planned his travel and booked the tickets.	Descript	0	1_rare	229	4.2	9.333333333333334	4.533333333333333	8.4	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Mark decided where he wanted to go on holiday, because Mark planned his travel and booked the tickets.	B,A	Causal	because
7329	Mark decided where he wanted to go on holiday.	Mark planned his travel and booked the tickets.	Descript	0	1_rare	229	4.2	9.333333333333334	4.533333333333333	8.4	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Mark decided where he wanted to go on holiday, then Mark planned his travel and booked the tickets.	A,B	Temporal	then
7330	Mark decided where he wanted to go on holiday.	Mark planned his travel and booked the tickets.	Descript	0	1_rare	229	4.2	9.333333333333334	4.533333333333333	8.4	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Mark decided where he wanted to go on holiday, after Mark planned his travel and booked the tickets.	B,A	Temporal	after
7331	Mark decided where he wanted to go on holiday.	Mark planned his travel and booked the tickets.	Descript	0	1_rare	229	4.2	9.333333333333334	4.533333333333333	8.4	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Mark decided where he wanted to go on holiday, so Mark planned his travel and booked the tickets.	A,B	Causal	so
7344	Mark planned his travel and booked the tickets.	Mark decided where he wanted to go on holiday.	Descript	0	1_rare	229	7.666666666666667	3.466666666666667	8.866666666666667	2.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Mark planned his travel and booked the tickets, then Mark decided where he wanted to go on holiday.	A,B	Temporal	then
7345	Mark planned his travel and booked the tickets.	Mark decided where he wanted to go on holiday.	Descript	0	1_rare	229	7.666666666666667	3.466666666666667	8.866666666666667	2.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Mark planned his travel and booked the tickets, because Mark decided where he wanted to go on holiday.	B,A	Causal	because
7346	Mark planned his travel and booked the tickets.	Mark decided where he wanted to go on holiday.	Descript	0	1_rare	229	7.666666666666667	3.466666666666667	8.866666666666667	2.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Mark planned his travel and booked the tickets, so Mark decided where he wanted to go on holiday.	A,B	Causal	so
7347	Mark planned his travel and booked the tickets.	Mark decided where he wanted to go on holiday.	Descript	0	1_rare	229	7.666666666666667	3.466666666666667	8.866666666666667	2.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Mark planned his travel and booked the tickets, after Mark decided where he wanted to go on holiday.	B,A	Temporal	after
7360	Clara bought the plane tickets.	Clara prepared and packed the luggage.	Descript	0	1_rare	230	2.6	7.533333333333333	7.2	7.866666666666666	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clara bought the plane tickets, so Clara prepared and packed the luggage.	A,B	Causal	so
7361	Clara bought the plane tickets.	Clara prepared and packed the luggage.	Descript	0	1_rare	230	2.6	7.533333333333333	7.2	7.866666666666666	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clara bought the plane tickets, after Clara prepared and packed the luggage.	B,A	Temporal	after
7362	Clara bought the plane tickets.	Clara prepared and packed the luggage.	Descript	0	1_rare	230	2.6	7.533333333333333	7.2	7.866666666666666	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clara bought the plane tickets, because Clara prepared and packed the luggage.	B,A	Causal	because
7363	Clara bought the plane tickets.	Clara prepared and packed the luggage.	Descript	0	1_rare	230	2.6	7.533333333333333	7.2	7.866666666666666	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Clara bought the plane tickets, then Clara prepared and packed the luggage.	A,B	Temporal	then
7376	Clara prepared and packed the luggage.	Clara bought the plane tickets.	Descript	0	1_rare	230	6.066666666666666	2.933333333333333	7.733333333333333	5.733333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Clara prepared and packed the luggage, after Clara bought the plane tickets.	B,A	Temporal	after
7377	Clara prepared and packed the luggage.	Clara bought the plane tickets.	Descript	0	1_rare	230	6.066666666666666	2.933333333333333	7.733333333333333	5.733333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Clara prepared and packed the luggage, then Clara bought the plane tickets.	A,B	Temporal	then
7378	Clara prepared and packed the luggage.	Clara bought the plane tickets.	Descript	0	1_rare	230	6.066666666666666	2.933333333333333	7.733333333333333	5.733333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Clara prepared and packed the luggage, so Clara bought the plane tickets.	A,B	Causal	so
7379	Clara prepared and packed the luggage.	Clara bought the plane tickets.	Descript	0	1_rare	230	6.066666666666666	2.933333333333333	7.733333333333333	5.733333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Clara prepared and packed the luggage, because Clara bought the plane tickets.	B,A	Causal	because
7392	James got into the car.	James went to the airport.	Descript	1005	4_frequent	231	4.6	3.4	4.333333333333333	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	James got into the car, because James went to the airport.	B,A	Causal	because
7393	James got into the car.	James went to the airport.	Descript	1005	4_frequent	231	4.6	3.4	4.333333333333333	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	James got into the car, so James went to the airport.	A,B	Causal	so
7394	James got into the car.	James went to the airport.	Descript	1005	4_frequent	231	4.6	3.4	4.333333333333333	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	James got into the car, after James went to the airport.	B,A	Temporal	after
7395	James got into the car.	James went to the airport.	Descript	1005	4_frequent	231	4.6	3.4	4.333333333333333	9.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	James got into the car, then James went to the airport.	A,B	Temporal	then
7408	James went to the airport.	James got into the car.	Descript	1001	4_frequent	231	2.2666666666666666	2.7333333333333334	8.2	4.066666666666666	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	James went to the airport, so James got into the car.	A,B	Causal	so
7409	James went to the airport.	James got into the car.	Descript	1001	4_frequent	231	2.2666666666666666	2.7333333333333334	8.2	4.066666666666666	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	James went to the airport, then James got into the car.	A,B	Temporal	then
7410	James went to the airport.	James got into the car.	Descript	1001	4_frequent	231	2.2666666666666666	2.7333333333333334	8.2	4.066666666666666	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	James went to the airport, after James got into the car.	B,A	Temporal	after
